t V I Nreal Treal Vschottky Vdiscplugserial Rschottky Rdisc Rplug Rseries Rtotal rvar lvar
0.193 -0.193 -1.873e-06 0.008 296.567 -0.0752879 -0.117712 40196.4 61318 159.427 1369.24 103043 4.5e-08 0.4
0.194 -0.194 -1.88468e-06 0.008 296.608 -0.0755542 -0.118446 40088.7 61318 159.427 1369.24 102935 4.5e-08 0.4
0.195 -0.195 -1.89636e-06 0.008 296.649 -0.0758198 -0.11918 39981.7 61318 159.427 1369.24 102828 4.5e-08 0.4
0.196 -0.196 -1.90806e-06 0.008 296.69 -0.0760847 -0.119915 39875.4 61318 159.427 1369.24 102722 4.5e-08 0.4
0.197 -0.197 -1.91977e-06 0.008 296.731 -0.0763488 -0.120651 39769.8 61318 159.427 1369.24 102617 4.5e-08 0.4
0.198 -0.198 -1.93149e-06 0.008 296.773 -0.0766124 -0.121388 39665 61318 159.427 1369.24 102512 4.5e-08 0.4
0.199 -0.199 -1.94322e-06 0.008 296.815 -0.0768751 -0.122125 39560.7 61318 159.427 1369.24 102407 4.5e-08 0.4
0.2 -0.2 -1.95496e-06 0.008 296.858 -0.0771371 -0.122863 39457.1 61318 159.427 1369.24 102304 4.5e-08 0.4
0.201 -0.201 -1.96672e-06 0.008 296.9 -0.0773983 -0.123602 39354.1 61318 159.427 1369.24 102201 4.5e-08 0.4
0.202 -0.202 -1.97848e-06 0.008 296.943 -0.0776589 -0.124341 39251.8 61318 159.427 1369.24 102099 4.5e-08 0.4
0.203 -0.203 -1.99026e-06 0.008 296.986 -0.0779188 -0.125081 39150.1 61318 159.427 1369.24 101997 4.5e-08 0.4
0.204 -0.204 -2.00205e-06 0.008 297.029 -0.078178 -0.125822 39049.1 61318 159.427 1369.24 101896 4.5e-08 0.4
0.205 -0.205 -2.01384e-06 0.008 297.073 -0.0784365 -0.126563 38948.7 61318 159.427 1369.24 101795 4.5e-08 0.4
0.206 -0.206 -2.02565e-06 0.008 297.117 -0.0786944 -0.127306 38848.9 61318 159.427 1369.24 101696 4.5e-08 0.4
0.207 -0.207 -2.03747e-06 0.008 297.161 -0.0789515 -0.128049 38749.7 61318 159.427 1369.24 101596 4.5e-08 0.4
0.208 -0.208 -2.0493e-06 0.008 297.205 -0.079208 -0.128792 38651.2 61318 159.427 1369.24 101498 4.5e-08 0.4
0.209 -0.209 -2.06114e-06 0.008 297.25 -0.0794639 -0.129536 38553.3 61318 159.427 1369.24 101400 4.5e-08 0.4
0.21 -0.21 -2.073e-06 0.008 297.294 -0.079719 -0.130281 38456 61318 159.427 1369.24 101303 4.5e-08 0.4
0.211 -0.211 -2.08486e-06 0.008 297.34 -0.0799735 -0.131027 38359.2 61318 159.427 1369.24 101206 4.5e-08 0.4
0.212 -0.212 -2.09673e-06 0.008 297.385 -0.0802273 -0.131773 38263 61318 159.427 1369.24 101110 4.5e-08 0.4
0.213 -0.213 -2.10862e-06 0.008 297.43 -0.0804804 -0.13252 38167.4 61318 159.427 1369.24 101014 4.5e-08 0.4
0.214 -0.214 -2.12051e-06 0.008 297.476 -0.0807329 -0.133267 38072.4 61318 159.427 1369.24 100919 4.5e-08 0.4
0.215 -0.215 -2.13241e-06 0.008 297.522 -0.0809848 -0.134015 37978 61318 159.427 1369.24 100825 4.5e-08 0.4
0.216 -0.216 -2.14433e-06 0.008 297.569 -0.081236 -0.134764 37884.1 61318 159.427 1369.24 100731 4.5e-08 0.4
0.217 -0.217 -2.15625e-06 0.008 297.615 -0.0814865 -0.135513 37790.8 61318 159.427 1369.24 100637 4.5e-08 0.4
0.218 -0.218 -2.16819e-06 0.008 297.662 -0.0817364 -0.136264 37698 61318 159.427 1369.24 100545 4.5e-08 0.4
0.219 -0.219 -2.18013e-06 0.008 297.709 -0.0819857 -0.137014 37605.8 61318 159.427 1369.24 100453 4.5e-08 0.4
0.22 -0.22 -2.19209e-06 0.008 297.757 -0.0822343 -0.137766 37514.1 61318 159.427 1369.24 100361 4.5e-08 0.4
0.221 -0.221 -2.20405e-06 0.008 297.804 -0.0824825 -0.138517 37423.1 61318 159.427 1369.24 100270 4.5e-08 0.4
0.222 -0.222 -2.21603e-06 0.008 297.852 -0.0827299 -0.13927 37332.5 61318 159.427 1369.24 100179 4.5e-08 0.4
0.223 -0.223 -2.22801e-06 0.008 297.901 -0.0829767 -0.140023 37242.4 61318 159.427 1369.24 100089 4.5e-08 0.4
0.224 -0.224 -2.24001e-06 0.008 297.949 -0.0832228 -0.140777 37152.9 61318 159.427 1369.24 99999.6 4.5e-08 0.4
0.225 -0.225 -2.25201e-06 0.008 297.998 -0.0834684 -0.141532 37063.9 61318 159.427 1369.24 99910.6 4.5e-08 0.4
0.226 -0.226 -2.26403e-06 0.008 298.047 -0.0837133 -0.142287 36975.4 61318 159.427 1369.24 99822.1 4.5e-08 0.4
0.227 -0.227 -2.27605e-06 0.008 298.096 -0.0839576 -0.143042 36887.4 61318 159.427 1369.24 99734.1 4.5e-08 0.4
0.228 -0.228 -2.28809e-06 0.008 298.145 -0.0842013 -0.143799 36799.9 61318 159.427 1369.24 99646.6 4.5e-08 0.4
0.229 -0.229 -2.30013e-06 0.008 298.195 -0.0844445 -0.144556 36712.9 61318 159.427 1369.24 99559.6 4.5e-08 0.4
0.23 -0.23 -2.31218e-06 0.008 298.245 -0.084687 -0.145313 36626.4 61318 159.427 1369.24 99473.2 4.5e-08 0.4
0.231 -0.231 -2.32424e-06 0.008 298.295 -0.0849289 -0.146071 36540.5 61318 159.427 1369.24 99387.2 4.5e-08 0.4
0.232 -0.232 -2.33632e-06 0.008 298.346 -0.0851703 -0.14683 36455 61318 159.427 1369.24 99301.7 4.5e-08 0.4
0.233 -0.233 -2.3484e-06 0.008 298.396 -0.085411 -0.147589 36369.9 61318 159.427 1369.24 99216.6 4.5e-08 0.4
0.234 -0.234 -2.36048e-06 0.008 298.447 -0.0856513 -0.148349 36285.5 61318 159.427 1369.24 99132.2 4.5e-08 0.4
0.235 -0.235 -2.37258e-06 0.008 298.498 -0.0858909 -0.149109 36201.4 61318 159.427 1369.24 99048.1 4.5e-08 0.4
0.236 -0.236 -2.38469e-06 0.008 298.55 -0.0861299 -0.14987 36117.8 61318 159.427 1369.24 98964.5 4.5e-08 0.4
0.237 -0.237 -2.39681e-06 0.008 298.602 -0.0863684 -0.150632 36034.7 61318 159.427 1369.24 98881.4 4.5e-08 0.4
0.238 -0.238 -2.40894e-06 0.008 298.654 -0.0866062 -0.151394 35952.1 61318 159.427 1369.24 98798.8 4.5e-08 0.4
0.239 -0.239 -2.42107e-06 0.008 298.706 -0.0868435 -0.152156 35869.8 61318 159.427 1369.24 98716.6 4.5e-08 0.4
0.24 -0.24 -2.43322e-06 0.008 298.759 -0.0870803 -0.15292 35788.1 61318 159.427 1369.24 98634.8 4.5e-08 0.4
0.241 -0.241 -2.44537e-06 0.008 298.811 -0.0873164 -0.153684 35706.8 61318 159.427 1369.24 98553.5 4.5e-08 0.4
0.242 -0.242 -2.45753e-06 0.008 298.865 -0.087552 -0.154448 35626 61318 159.427 1369.24 98472.7 4.5e-08 0.4
0.243 -0.243 -2.46971e-06 0.008 298.918 -0.0877871 -0.155213 35545.6 61318 159.427 1369.24 98392.3 4.5e-08 0.4
0.244 -0.244 -2.48189e-06 0.008 298.971 -0.0880216 -0.155978 35465.6 61318 159.427 1369.24 98312.3 4.5e-08 0.4
0.245 -0.245 -2.49408e-06 0.008 299.025 -0.0882555 -0.156744 35386.1 61318 159.427 1369.24 98232.8 4.5e-08 0.4
0.246 -0.246 -2.50627e-06 0.008 299.079 -0.0884889 -0.157511 35307 61318 159.427 1369.24 98153.7 4.5e-08 0.4
0.247 -0.247 -2.51848e-06 0.008 299.134 -0.0887218 -0.158278 35228.3 61318 159.427 1369.24 98075 4.5e-08 0.4
0.248 -0.248 -2.53069e-06 0.008 299.188 -0.0889543 -0.159046 35150.2 61318 159.427 1369.24 97996.9 4.5e-08 0.4
0.249 -0.249 -2.54292e-06 0.008 299.243 -0.089186 -0.159814 35072.3 61318 159.427 1369.24 97919 4.5e-08 0.4
0.25 -0.25 -2.55515e-06 0.008 299.298 -0.0894173 -0.160583 34994.9 61318 159.427 1369.24 97841.6 4.5e-08 0.4
0.251 -0.251 -2.56739e-06 0.008 299.354 -0.089648 -0.161352 34917.9 61318 159.427 1369.24 97764.6 4.5e-08 0.4
0.252 -0.252 -2.57964e-06 0.008 299.41 -0.0898782 -0.162122 34841.4 61318 159.427 1369.24 97688.1 4.5e-08 0.4
0.253 -0.253 -2.5919e-06 0.008 299.466 -0.0901078 -0.162892 34765.2 61318 159.427 1369.24 97611.9 4.5e-08 0.4
0.254 -0.254 -2.60416e-06 0.008 299.522 -0.0903369 -0.163663 34689.4 61318 159.427 1369.24 97536.1 4.5e-08 0.4
0.255 -0.255 -2.61644e-06 0.008 299.578 -0.0905655 -0.164434 34614.1 61318 159.427 1369.24 97460.8 4.5e-08 0.4
0.256 -0.256 -2.62872e-06 0.008 299.635 -0.0907936 -0.165206 34539.1 61318 159.427 1369.24 97385.8 4.5e-08 0.4
0.257 -0.257 -2.64101e-06 0.008 299.692 -0.0910212 -0.165979 34464.5 61318 159.427 1369.24 97311.2 4.5e-08 0.4
0.258 -0.258 -2.65331e-06 0.008 299.749 -0.0912483 -0.166752 34390.4 61318 159.427 1369.24 97237 4.5e-08 0.4
0.259 -0.259 -2.66562e-06 0.008 299.807 -0.0914748 -0.167525 34316.6 61318 159.427 1369.25 97163.3 4.5e-08 0.4
0.26 -0.26 -2.67793e-06 0.00800001 299.864 -0.0917008 -0.168299 34243.2 61318 159.427 1369.25 97089.8 4.5e-08 0.4
0.261 -0.261 -2.69026e-06 0.00800001 299.922 -0.0919264 -0.169074 34170.1 61318 159.427 1369.25 97016.8 4.5e-08 0.4
0.262 -0.262 -2.70258e-06 0.00800001 299.981 -0.0921516 -0.169848 34097.6 61318 159.427 1369.25 96944.3 4.5e-08 0.4
0.263 -0.263 -2.71492e-06 0.00800001 300.039 -0.0923761 -0.170624 34025.3 61318 159.427 1369.25 96872 4.5e-08 0.4
0.264 -0.264 -2.72727e-06 0.00800001 300.098 -0.0926001 -0.1714 33953.4 61318 159.427 1369.25 96800.1 4.5e-08 0.4
0.265 -0.265 -2.73963e-06 0.00800001 300.157 -0.0928236 -0.172176 33881.9 61318 159.427 1369.25 96728.6 4.5e-08 0.4
0.266 -0.266 -2.75199e-06 0.00800001 300.217 -0.0930467 -0.172953 33810.7 61318 159.427 1369.25 96657.4 4.5e-08 0.4
0.267 -0.267 -2.76436e-06 0.00800001 300.276 -0.0932692 -0.173731 33739.9 61318 159.427 1369.25 96586.6 4.5e-08 0.4
0.268 -0.268 -2.77674e-06 0.00800001 300.336 -0.0934913 -0.174509 33669.5 61318 159.427 1369.25 96516.2 4.5e-08 0.4
0.269 -0.269 -2.78912e-06 0.00800001 300.396 -0.0937129 -0.175287 33599.4 61318 159.427 1369.25 96446.1 4.5e-08 0.4
0.27 -0.27 -2.80152e-06 0.00800001 300.457 -0.093934 -0.176066 33529.7 61318 159.427 1369.25 96376.4 4.5e-08 0.4
0.271 -0.271 -2.81392e-06 0.00800001 300.517 -0.0941546 -0.176845 33460.3 61318 159.427 1369.25 96307 4.5e-08 0.4
0.272 -0.272 -2.82633e-06 0.00800001 300.578 -0.0943747 -0.177625 33391.3 61318 159.427 1369.25 96238 4.5e-08 0.4
0.273 -0.273 -2.83874e-06 0.00800001 300.639 -0.0945944 -0.178406 33322.6 61318 159.427 1369.25 96169.3 4.5e-08 0.4
0.274 -0.274 -2.85117e-06 0.00800001 300.701 -0.0948135 -0.179186 33254.3 61318 159.427 1369.25 96101 4.5e-08 0.4
0.275 -0.275 -2.8636e-06 0.00800001 300.763 -0.0950323 -0.179968 33186.3 61318 159.427 1369.25 96033 4.5e-08 0.4
0.276 -0.276 -2.87604e-06 0.00800001 300.825 -0.0952505 -0.180749 33118.6 61318 159.427 1369.25 95965.3 4.5e-08 0.4
0.277 -0.277 -2.88849e-06 0.00800001 300.887 -0.0954683 -0.181532 33051.3 61318 159.427 1369.25 95898 4.5e-08 0.4
0.278 -0.278 -2.90094e-06 0.00800001 300.949 -0.0956858 -0.182314 32984.4 61318 159.427 1369.25 95831.1 4.5e-08 0.4
0.279 -0.279 -2.9134e-06 0.00800001 301.012 -0.0959026 -0.183097 32917.8 61318 159.427 1369.25 95764.5 4.5e-08 0.4
0.28 -0.28 -2.92587e-06 0.00800001 301.075 -0.096119 -0.183881 32851.5 61318 159.427 1369.25 95698.1 4.5e-08 0.4
0.281 -0.281 -2.93834e-06 0.00800001 301.139 -0.096335 -0.184665 32785.5 61318 159.427 1369.25 95632.1 4.5e-08 0.4
0.282 -0.282 -2.95083e-06 0.00800001 301.202 -0.0965504 -0.18545 32719.8 61318 159.427 1369.25 95566.5 4.5e-08 0.4
0.283 -0.283 -2.96332e-06 0.00800001 301.266 -0.0967655 -0.186235 32654.4 61318 159.427 1369.25 95501.1 4.5e-08 0.4
0.284 -0.284 -2.97581e-06 0.00800001 301.33 -0.09698 -0.18702 32589.4 61318 159.427 1369.25 95436.1 4.5e-08 0.4
0.285 -0.285 -2.98832e-06 0.00800001 301.394 -0.0971942 -0.187806 32524.7 61318 159.427 1369.25 95371.4 4.5e-08 0.4
0.286 -0.286 -3.00083e-06 0.00800001 301.459 -0.0974079 -0.188592 32460.3 61318 159.427 1369.25 95307 4.5e-08 0.4
0.287 -0.287 -3.01335e-06 0.00800001 301.524 -0.0976211 -0.189379 32396.2 61318 159.427 1369.25 95242.9 4.5e-08 0.4
0.288 -0.288 -3.02587e-06 0.00800001 301.589 -0.0978339 -0.190166 32332.4 61318 159.427 1369.25 95179.1 4.5e-08 0.4
0.289 -0.289 -3.03841e-06 0.00800001 301.655 -0.0980463 -0.190954 32269 61318 159.427 1369.25 95115.6 4.5e-08 0.4
0.29 -0.29 -3.05095e-06 0.00800001 301.72 -0.0982582 -0.191742 32205.8 61318 159.427 1369.25 95052.4 4.5e-08 0.4
0.291 -0.291 -3.06349e-06 0.00800001 301.786 -0.0984697 -0.19253 32142.9 61318 159.427 1369.25 94989.6 4.5e-08 0.4
0.292 -0.292 -3.07605e-06 0.00800001 301.852 -0.0986807 -0.193319 32080.4 61318 159.427 1369.25 94927 4.5e-08 0.4
0.293 -0.293 -3.08861e-06 0.00800001 301.919 -0.0988914 -0.194109 32018.1 61318 159.427 1369.25 94864.7 4.5e-08 0.4
0.294 -0.294 -3.10118e-06 0.00800001 301.986 -0.0991016 -0.194898 31956.1 61318 159.427 1369.25 94802.8 4.5e-08 0.4
0.295 -0.295 -3.11375e-06 0.00800001 302.053 -0.0993113 -0.195689 31894.5 61318 159.427 1369.25 94741.1 4.5e-08 0.4
0.296 -0.296 -3.12633e-06 0.00800001 302.12 -0.0995209 -0.196479 31833.2 61318 159.427 1369.25 94679.8 4.5e-08 0.4
0.297 -0.297 -3.13891e-06 0.00800001 302.188 -0.0997298 -0.19727 31772.1 61318 159.427 1369.25 94618.7 4.5e-08 0.4
0.298 -0.298 -3.15151e-06 0.00800001 302.256 -0.0999383 -0.198062 31711.3 61318 159.427 1369.25 94557.9 4.5e-08 0.4
0.299 -0.299 -3.16411e-06 0.00800001 302.324 -0.100146 -0.198854 31650.7 61318 159.427 1369.25 94497.4 4.5e-08 0.4
0.3 -0.3 -3.17672e-06 0.00800001 302.392 -0.100354 -0.199646 31590.5 61317.9 159.427 1369.25 94437.1 4.5e-08 0.4
0.301 -0.301 -3.18933e-06 0.00800001 302.461 -0.100561 -0.200439 31530.5 61317.9 159.427 1369.25 94377.2 4.5e-08 0.4
0.302 -0.302 -3.20195e-06 0.00800002 302.53 -0.100768 -0.201232 31470.9 61317.9 159.427 1369.25 94317.5 4.5e-08 0.4
0.303 -0.303 -3.21458e-06 0.00800002 302.599 -0.100975 -0.202025 31411.5 61317.9 159.427 1369.25 94258.1 4.5e-08 0.4
0.304 -0.304 -3.22721e-06 0.00800002 302.668 -0.101181 -0.202819 31352.3 61317.9 159.427 1369.25 94198.9 4.5e-08 0.4
0.305 -0.305 -3.23985e-06 0.00800002 302.738 -0.101386 -0.203614 31293.5 61317.9 159.427 1369.25 94140.1 4.5e-08 0.4
0.306 -0.306 -3.2525e-06 0.00800002 302.808 -0.101591 -0.204409 31234.9 61317.9 159.427 1369.25 94081.5 4.5e-08 0.4
0.307 -0.307 -3.26515e-06 0.00800002 302.878 -0.101796 -0.205204 31176.6 61317.9 159.427 1369.25 94023.2 4.5e-08 0.4
0.308 -0.308 -3.27781e-06 0.00800002 302.949 -0.102001 -0.205999 31118.5 61317.9 159.427 1369.25 93965.1 4.5e-08 0.4
0.309 -0.309 -3.29048e-06 0.00800002 303.019 -0.102205 -0.206795 31060.8 61317.9 159.427 1369.25 93907.3 4.5e-08 0.4
0.31 -0.31 -3.30315e-06 0.00800002 303.09 -0.102408 -0.207592 31003.2 61317.9 159.427 1369.25 93849.8 4.5e-08 0.4
0.311 -0.311 -3.31583e-06 0.00800002 303.162 -0.102612 -0.208388 30946 61317.9 159.427 1369.25 93792.6 4.5e-08 0.4
0.312 -0.312 -3.32851e-06 0.00800002 303.233 -0.102814 -0.209186 30889 61317.9 159.427 1369.25 93735.6 4.5e-08 0.4
0.313 -0.313 -3.3412e-06 0.00800002 303.305 -0.103017 -0.209983 30832.3 61317.9 159.427 1369.25 93678.8 4.5e-08 0.4
0.314 -0.314 -3.3539e-06 0.00800002 303.377 -0.103219 -0.210781 30775.8 61317.9 159.427 1369.25 93622.4 4.5e-08 0.4
0.315 -0.315 -3.3666e-06 0.00800002 303.45 -0.103421 -0.211579 30719.6 61317.9 159.427 1369.25 93566.2 4.5e-08 0.4
0.316 -0.316 -3.37931e-06 0.00800002 303.522 -0.103622 -0.212378 30663.7 61317.9 159.427 1369.25 93510.2 4.5e-08 0.4
0.317 -0.317 -3.39202e-06 0.00800002 303.595 -0.103823 -0.213177 30607.9 61317.9 159.427 1369.25 93454.5 4.5e-08 0.4
0.318 -0.318 -3.40475e-06 0.00800002 303.668 -0.104023 -0.213977 30552.5 61317.9 159.427 1369.25 93399 4.5e-08 0.4
0.319 -0.319 -3.41747e-06 0.00800002 303.742 -0.104224 -0.214776 30497.3 61317.9 159.427 1369.25 93343.8 4.5e-08 0.4
0.32 -0.32 -3.43021e-06 0.00800002 303.816 -0.104423 -0.215577 30442.3 61317.9 159.427 1369.25 93288.8 4.5e-08 0.4
0.321 -0.321 -3.44295e-06 0.00800003 303.89 -0.104623 -0.216377 30387.5 61317.9 159.427 1369.25 93234.1 4.5e-08 0.4
0.322 -0.322 -3.45569e-06 0.00800003 303.964 -0.104822 -0.217178 30333.1 61317.9 159.427 1369.25 93179.6 4.5e-08 0.4
0.323 -0.323 -3.46844e-06 0.00800003 304.038 -0.10502 -0.21798 30278.8 61317.9 159.427 1369.25 93125.3 4.5e-08 0.4
0.324 -0.324 -3.4812e-06 0.00800003 304.113 -0.105219 -0.218781 30224.8 61317.8 159.427 1369.25 93071.3 4.5e-08 0.4
0.325 -0.325 -3.49396e-06 0.00800003 304.188 -0.105416 -0.219584 30171 61317.8 159.427 1369.25 93017.5 4.5e-08 0.4
0.326 -0.326 -3.50673e-06 0.00800003 304.264 -0.105614 -0.220386 30117.5 61317.8 159.427 1369.25 92964 4.5e-08 0.4
0.327 -0.327 -3.51951e-06 0.00800003 304.339 -0.105811 -0.221189 30064.2 61317.8 159.427 1369.25 92910.7 4.5e-08 0.4
0.328 -0.328 -3.53229e-06 0.00800003 304.415 -0.106008 -0.221992 30011.1 61317.8 159.427 1369.25 92857.6 4.5e-08 0.4
0.329 -0.329 -3.54508e-06 0.00800003 304.491 -0.106204 -0.222796 29958.3 61317.8 159.427 1369.25 92804.8 4.5e-08 0.4
0.33 -0.33 -3.55787e-06 0.00800003 304.568 -0.1064 -0.2236 29905.7 61317.8 159.427 1369.25 92752.2 4.5e-08 0.4
0.331 -0.331 -3.57067e-06 0.00800003 304.644 -0.106596 -0.224404 29853.3 61317.8 159.427 1369.25 92699.8 4.5e-08 0.4
0.332 -0.332 -3.58347e-06 0.00800003 304.721 -0.106792 -0.225208 29801.2 61317.8 159.427 1369.25 92647.6 4.5e-08 0.4
0.333 -0.333 -3.59628e-06 0.00800004 304.799 -0.106987 -0.226013 29749.2 61317.8 159.427 1369.25 92595.7 4.5e-08 0.4
0.334 -0.334 -3.60909e-06 0.00800004 304.876 -0.107181 -0.226819 29697.5 61317.8 159.427 1369.25 92544 4.5e-08 0.4
0.335 -0.335 -3.62191e-06 0.00800004 304.954 -0.107376 -0.227624 29646.1 61317.8 159.427 1369.25 92492.5 4.5e-08 0.4
0.336 -0.336 -3.63474e-06 0.00800004 305.032 -0.10757 -0.22843 29594.9 61317.8 159.427 1369.25 92441.3 4.5e-08 0.4
0.337 -0.337 -3.64757e-06 0.00800004 305.11 -0.107763 -0.229237 29543.8 61317.8 159.427 1369.25 92390.3 4.5e-08 0.4
0.338 -0.338 -3.66041e-06 0.00800004 305.189 -0.107957 -0.230043 29493 61317.7 159.427 1369.25 92339.5 4.5e-08 0.4
0.339 -0.339 -3.67325e-06 0.00800004 305.268 -0.108149 -0.230851 29442.4 61317.7 159.427 1369.25 92288.8 4.5e-08 0.4
0.34 -0.34 -3.6861e-06 0.00800004 305.347 -0.108342 -0.231658 29392 61317.7 159.427 1369.25 92238.4 4.5e-08 0.4
0.341 -0.341 -3.69895e-06 0.00800005 305.426 -0.108534 -0.232466 29341.9 61317.7 159.427 1369.25 92188.3 4.5e-08 0.4
0.342 -0.342 -3.71181e-06 0.00800005 305.506 -0.108726 -0.233274 29291.9 61317.7 159.427 1369.25 92138.3 4.5e-08 0.4
0.343 -0.343 -3.72468e-06 0.00800005 305.586 -0.108918 -0.234082 29242.2 61317.7 159.427 1369.25 92088.5 4.5e-08 0.4
0.344 -0.344 -3.73755e-06 0.00800005 305.666 -0.109109 -0.234891 29192.6 61317.7 159.427 1369.25 92039 4.5e-08 0.4
0.345 -0.345 -3.75042e-06 0.00800005 305.746 -0.1093 -0.2357 29143.3 61317.7 159.427 1369.25 91989.6 4.5e-08 0.4
0.346 -0.346 -3.7633e-06 0.00800005 305.827 -0.10949 -0.23651 29094.2 61317.7 159.427 1369.25 91940.5 4.5e-08 0.4
0.347 -0.347 -3.77619e-06 0.00800005 305.908 -0.10968 -0.23732 29045.3 61317.7 159.427 1369.25 91891.6 4.5e-08 0.4
0.348 -0.348 -3.78908e-06 0.00800006 305.989 -0.10987 -0.23813 28996.5 61317.6 159.427 1369.25 91842.9 4.5e-08 0.4
0.349 -0.349 -3.80198e-06 0.00800006 306.071 -0.11006 -0.23894 28948 61317.6 159.427 1369.25 91794.3 4.5e-08 0.4
0.35 -0.35 -3.81488e-06 0.00800006 306.153 -0.110249 -0.239751 28899.7 61317.6 159.427 1369.25 91746 4.5e-08 0.4
0.351 -0.351 -3.82779e-06 0.00800006 306.235 -0.110438 -0.240562 28851.6 61317.6 159.427 1369.25 91697.9 4.5e-08 0.4
0.352 -0.352 -3.8407e-06 0.00800006 306.317 -0.110626 -0.241374 28803.7 61317.6 159.427 1369.25 91650 4.5e-08 0.4
0.353 -0.353 -3.85362e-06 0.00800006 306.4 -0.110815 -0.242185 28756 61317.6 159.427 1369.25 91602.3 4.5e-08 0.4
0.354 -0.354 -3.86654e-06 0.00800007 306.483 -0.111003 -0.242997 28708.5 61317.6 159.427 1369.25 91554.7 4.5e-08 0.4
0.355 -0.355 -3.87947e-06 0.00800007 306.566 -0.11119 -0.24381 28661.2 61317.6 159.427 1369.25 91507.4 4.5e-08 0.4
0.356 -0.356 -3.8924e-06 0.00800007 306.649 -0.111377 -0.244623 28614.1 61317.5 159.427 1369.25 91460.3 4.5e-08 0.4
0.357 -0.357 -3.90534e-06 0.00800007 306.733 -0.111564 -0.245436 28567.1 61317.5 159.427 1369.25 91413.3 4.5e-08 0.4
0.358 -0.358 -3.91828e-06 0.00800007 306.817 -0.111751 -0.246249 28520.4 61317.5 159.427 1369.25 91366.6 4.5e-08 0.4
0.359 -0.359 -3.93123e-06 0.00800008 306.901 -0.111937 -0.247063 28473.9 61317.5 159.427 1369.25 91320.1 4.5e-08 0.4
0.36 -0.36 -3.94418e-06 0.00800008 306.986 -0.112123 -0.247877 28427.6 61317.5 159.427 1369.25 91273.7 4.5e-08 0.4
0.361 -0.361 -3.95714e-06 0.00800008 307.071 -0.112309 -0.248691 28381.4 61317.5 159.427 1369.25 91227.5 4.5e-08 0.4
0.362 -0.362 -3.9701e-06 0.00800008 307.156 -0.112495 -0.249505 28335.4 61317.4 159.427 1369.25 91181.5 4.5e-08 0.4
0.363 -0.363 -3.98307e-06 0.00800009 307.241 -0.11268 -0.25032 28289.6 61317.4 159.427 1369.25 91135.7 4.5e-08 0.4
0.364 -0.364 -3.99604e-06 0.00800009 307.327 -0.112864 -0.251136 28244 61317.4 159.427 1369.25 91090.1 4.5e-08 0.4
0.365 -0.365 -4.00902e-06 0.00800009 307.413 -0.113049 -0.251951 28198.6 61317.4 159.427 1369.25 91044.7 4.5e-08 0.4
0.366 -0.366 -4.022e-06 0.00800009 307.499 -0.113233 -0.252767 28153.4 61317.4 159.427 1369.25 90999.4 4.5e-08 0.4
0.367 -0.367 -4.03499e-06 0.0080001 307.585 -0.113417 -0.253583 28108.3 61317.3 159.427 1369.25 90954.3 4.5e-08 0.4
0.368 -0.368 -4.04799e-06 0.0080001 307.672 -0.1136 -0.2544 28063.4 61317.3 159.427 1369.25 90909.4 4.5e-08 0.4
0.369 -0.369 -4.06098e-06 0.0080001 307.759 -0.113784 -0.255216 28018.7 61317.3 159.427 1369.25 90864.7 4.5e-08 0.4
0.37 -0.37 -4.07399e-06 0.00800011 307.846 -0.113966 -0.256034 27974.2 61317.3 159.427 1369.25 90820.1 4.5e-08 0.4
0.371 -0.371 -4.08699e-06 0.00800011 307.934 -0.114149 -0.256851 27929.9 61317.3 159.427 1369.25 90775.8 4.5e-08 0.4
0.372 -0.372 -4.10001e-06 0.00800011 308.022 -0.114331 -0.257669 27885.7 61317.2 159.427 1369.25 90731.6 4.5e-08 0.4
0.373 -0.373 -4.11302e-06 0.00800011 308.11 -0.114514 -0.258486 27841.7 61317.2 159.427 1369.25 90687.6 4.5e-08 0.4
0.374 -0.374 -4.12604e-06 0.00800012 308.198 -0.114695 -0.259305 27797.9 61317.2 159.427 1369.25 90643.7 4.5e-08 0.4
0.375 -0.375 -4.13907e-06 0.00800012 308.287 -0.114877 -0.260123 27754.2 61317.2 159.427 1369.25 90600.1 4.5e-08 0.4
0.376 -0.376 -4.1521e-06 0.00800013 308.376 -0.115058 -0.260942 27710.8 61317.1 159.427 1369.25 90556.6 4.5e-08 0.4
0.377 -0.377 -4.16514e-06 0.00800013 308.465 -0.115239 -0.261761 27667.5 61317.1 159.427 1369.25 90513.2 4.5e-08 0.4
0.378 -0.378 -4.17818e-06 0.00800013 308.554 -0.115419 -0.262581 27624.3 61317.1 159.427 1369.25 90470.1 4.5e-08 0.4
0.379 -0.379 -4.19122e-06 0.00800014 308.644 -0.1156 -0.2634 27581.4 61317 159.427 1369.25 90427.1 4.5e-08 0.4
0.38 -0.38 -4.20427e-06 0.00800014 308.734 -0.11578 -0.26422 27538.6 61317 159.427 1369.25 90384.2 4.5e-08 0.4
0.381 -0.381 -4.21733e-06 0.00800015 308.824 -0.115959 -0.265041 27495.9 61317 159.427 1369.25 90341.6 4.5e-08 0.4
0.382 -0.382 -4.23039e-06 0.00800015 308.915 -0.116139 -0.265861 27453.5 61316.9 159.427 1369.25 90299.1 4.5e-08 0.4
0.383 -0.383 -4.24345e-06 0.00800015 309.006 -0.116318 -0.266682 27411.2 61316.9 159.427 1369.25 90256.8 4.5e-08 0.4
